+---------+-----------+--------+-----------+--------------------------------------------------+
| Unicode | Shift-JIS |  JIS   | Character | Description                                      |
| 0x8A6D  | 0xE66B    | 0x6B4C | 詭        | <CJK>                                            |
| 0x8A6C  | 0xE66C    | 0x6B4D | 詬        | <CJK>                                            |
| 0x8A62  | 0xE66D    | 0x6B4E | 詢        | <CJK>                                            |
| 0x8A85  | 0xE66E    | 0x6B4F | 誅        | <CJK>                                            |
| 0x8A82  | 0xE66F    | 0x6B50 | 誂        | <CJK>                                            |
| 0x8A84  | 0xE670    | 0x6B51 | 誄        | <CJK>                                            |
| 0x8AA8  | 0xE671    | 0x6B52 | 誨        | <CJK>                                            |
| 0x8AA1  | 0xE672    | 0x6B53 | 誡        | <CJK>                                            |
| 0x8A91  | 0xE673    | 0x6B54 | 誑        | <CJK>                                            |
| 0x8AA5  | 0xE674    | 0x6B55 | 誥        | <CJK>                                            |
| 0x8AA6  | 0xE675    | 0x6B56 | 誦        | <CJK>                                            |
| 0x8A9A  | 0xE676    | 0x6B57 | 誚        | <CJK>                                            |
| 0x8AA3  | 0xE677    | 0x6B58 | 誣        | <CJK>                                            |
| 0x8AC4  | 0xE678    | 0x6B59 | 諄        | <CJK>                                            |
| 0x8ACD  | 0xE679    | 0x6B5A | 諍        | <CJK>                                            |
| 0x8AC2  | 0xE67A    | 0x6B5B | 諂        | <CJK>                                            |
| 0x8ADA  | 0xE67B    | 0x6B5C | 諚        | <CJK>                                            |
| 0x8AEB  | 0xE67C    | 0x6B5D | 諫        | <CJK>                                            |
| 0x8AF3  | 0xE67D    | 0x6B5E | 諳        | <CJK>                                            |
| 0x8AE7  | 0xE67E    | 0x6B5F | 諧        | <CJK>                                            |
| 0x8AE4  | 0xE680    | 0x6B60 | 諤        | <CJK>                                            |
| 0x8AF1  | 0xE681    | 0x6B61 | 諱        | <CJK>                                            |
| 0x8B14  | 0xE682    | 0x6B62 | 謔        | <CJK>                                            |
| 0x8AE0  | 0xE683    | 0x6B63 | 諠        | <CJK>                                            |
| 0x8AE2  | 0xE684    | 0x6B64 | 諢        | <CJK>                                            |
| 0x8AF7  | 0xE685    | 0x6B65 | 諷        | <CJK>                                            |
| 0x8ADE  | 0xE686    | 0x6B66 | 諞        | <CJK>                                            |
| 0x8ADB  | 0xE687    | 0x6B67 | 諛        | <CJK>                                            |
| 0x8B0C  | 0xE688    | 0x6B68 | 謌        | <CJK>                                            |
| 0x8B07  | 0xE689    | 0x6B69 | 謇        | <CJK>                                            |
| 0x8B1A  | 0xE68A    | 0x6B6A | 謚        | <CJK>                                            |
| 0x8AE1  | 0xE68B    | 0x6B6B | 諡        | <CJK>                                            |
| 0x8B16  | 0xE68C    | 0x6B6C | 謖        | <CJK>                                            |
| 0x8B10  | 0xE68D    | 0x6B6D | 謐        | <CJK>                                            |
| 0x8B17  | 0xE68E    | 0x6B6E | 謗        | <CJK>                                            |
| 0x8B20  | 0xE68F    | 0x6B6F | 謠        | <CJK>                                            |
| 0x8B33  | 0xE690    | 0x6B70 | 謳        | <CJK>                                            |
| 0x97AB  | 0xE691    | 0x6B71 | 鞫        | <CJK>                                            |
| 0x8B26  | 0xE692    | 0x6B72 | 謦        | <CJK>                                            |
| 0x8B2B  | 0xE693    | 0x6B73 | 謫        | <CJK>                                            |
| 0x8B3E  | 0xE694    | 0x6B74 | 謾        | <CJK>                                            |
| 0x8B28  | 0xE695    | 0x6B75 | 謨        | <CJK>                                            |
| 0x8B41  | 0xE696    | 0x6B76 | 譁        | <CJK>                                            |
| 0x8B4C  | 0xE697    | 0x6B77 | 譌        | <CJK>                                            |
| 0x8B4F  | 0xE698    | 0x6B78 | 譏        | <CJK>                                            |
| 0x8B4E  | 0xE699    | 0x6B79 | 譎        | <CJK>                                            |
| 0x8B49  | 0xE69A    | 0x6B7A | 證        | <CJK>                                            |
| 0x8B56  | 0xE69B    | 0x6B7B | 譖        | <CJK>                                            |
| 0x8B5B  | 0xE69C    | 0x6B7C | 譛        | <CJK>                                            |
| 0x8B5A  | 0xE69D    | 0x6B7D | 譚        | <CJK>                                            |
| 0x8B6B  | 0xE69E    | 0x6B7E | 譫        | <CJK>                                            |
| 0x8B5F  | 0xE69F    | 0x6C21 | 譟        | <CJK>                                            |
| 0x8B6C  | 0xE6A0    | 0x6C22 | 譬        | <CJK>                                            |
| 0x8B6F  | 0xE6A1    | 0x6C23 | 譯        | <CJK>                                            |
| 0x8B74  | 0xE6A2    | 0x6C24 | 譴        | <CJK>                                            |
| 0x8B7D  | 0xE6A3    | 0x6C25 | 譽        | <CJK>                                            |
| 0x8B80  | 0xE6A4    | 0x6C26 | 讀        | <CJK>                                            |
| 0x8B8C  | 0xE6A5    | 0x6C27 | 讌        | <CJK>                                            |
| 0x8B8E  | 0xE6A6    | 0x6C28 | 讎        | <CJK>                                            |
| 0x8B92  | 0xE6A7    | 0x6C29 | 讒        | <CJK>                                            |
| 0x8B93  | 0xE6A8    | 0x6C2A | 讓        | <CJK>                                            |
| 0x8B96  | 0xE6A9    | 0x6C2B | 讖        | <CJK>                                            |
| 0x8B99  | 0xE6AA    | 0x6C2C | 讙        | <CJK>                                            |
| 0x8B9A  | 0xE6AB    | 0x6C2D | 讚        | <CJK>                                            |
| 0x8C3A  | 0xE6AC    | 0x6C2E | 谺        | <CJK>                                            |
| 0x8C41  | 0xE6AD    | 0x6C2F | 豁        | <CJK>                                            |
| 0x8C3F  | 0xE6AE    | 0x6C30 | 谿        | <CJK>                                            |
| 0x8C48  | 0xE6AF    | 0x6C31 | 豈        | <CJK>                                            |
| 0x8C4C  | 0xE6B0    | 0x6C32 | 豌        | <CJK>                                            |
| 0x8C4E  | 0xE6B1    | 0x6C33 | 豎        | <CJK>                                            |
| 0x8C50  | 0xE6B2    | 0x6C34 | 豐        | <CJK>                                            |
| 0x8C55  | 0xE6B3    | 0x6C35 | 豕        | <CJK>                                            |
| 0x8C62  | 0xE6B4    | 0x6C36 | 豢        | <CJK>                                            |
| 0x8C6C  | 0xE6B5    | 0x6C37 | 豬        | <CJK>                                            |
| 0x8C78  | 0xE6B6    | 0x6C38 | 豸        | <CJK>                                            |
| 0x8C7A  | 0xE6B7    | 0x6C39 | 豺        | <CJK>                                            |
| 0x8C82  | 0xE6B8    | 0x6C3A | 貂        | <CJK>                                            |
| 0x8C89  | 0xE6B9    | 0x6C3B | 貉        | <CJK>                                            |
| 0x8C85  | 0xE6BA    | 0x6C3C | 貅        | <CJK>                                            |
| 0x8C8A  | 0xE6BB    | 0x6C3D | 貊        | <CJK>                                            |
| 0x8C8D  | 0xE6BC    | 0x6C3E | 貍        | <CJK>                                            |
| 0x8C8E  | 0xE6BD    | 0x6C3F | 貎        | <CJK>                                            |
| 0x8C94  | 0xE6BE    | 0x6C40 | 貔        | <CJK>                                            |
| 0x8C7C  | 0xE6BF    | 0x6C41 | 豼        | <CJK>                                            |
| 0x8C98  | 0xE6C0    | 0x6C42 | 貘        | <CJK>                                            |
| 0x621D  | 0xE6C1    | 0x6C43 | 戝        | <CJK>                                            |
| 0x8CAD  | 0xE6C2    | 0x6C44 | 貭        | <CJK>                                            |
| 0x8CAA  | 0xE6C3    | 0x6C45 | 貪        | <CJK>                                            |
| 0x8CBD  | 0xE6C4    | 0x6C46 | 貽        | <CJK>                                            |
| 0x8CB2  | 0xE6C5    | 0x6C47 | 貲        | <CJK>                                            |
| 0x8CB3  | 0xE6C6    | 0x6C48 | 貳        | <CJK>                                            |
| 0x8CAE  | 0xE6C7    | 0x6C49 | 貮        | <CJK>                                            |
| 0x8CB6  | 0xE6C8    | 0x6C4A | 貶        | <CJK>                                            |
| 0x8CC8  | 0xE6C9    | 0x6C4B | 賈        | <CJK>                                            |
| 0x8CC1  | 0xE6CA    | 0x6C4C | 賁        | <CJK>                                            |
| 0x8CE4  | 0xE6CB    | 0x6C4D | 賤        | <CJK>                                            |
| 0x8CE3  | 0xE6CC    | 0x6C4E | 賣        | <CJK>                                            |
| 0x8CDA  | 0xE6CD    | 0x6C4F | 賚        | <CJK>                                            |
| 0x8CFD  | 0xE6CE    | 0x6C50 | 賽        | <CJK>                                            |
| 0x8CFA  | 0xE6CF    | 0x6C51 | 賺        | <CJK>                                            |
| 0x8CFB  | 0xE6D0    | 0x6C52 | 賻        | <CJK>                                            |
| 0x8D04  | 0xE6D1    | 0x6C53 | 贄        | <CJK>                                            |
| 0x8D05  | 0xE6D2    | 0x6C54 | 贅        | <CJK>                                            |
| 0x8D0A  | 0xE6D3    | 0x6C55 | 贊        | <CJK>                                            |
| 0x8D07  | 0xE6D4    | 0x6C56 | 贇        | <CJK>                                            |
| 0x8D0F  | 0xE6D5    | 0x6C57 | 贏        | <CJK>                                            |
| 0x8D0D  | 0xE6D6    | 0x6C58 | 贍        | <CJK>                                            |
| 0x8D10  | 0xE6D7    | 0x6C59 | 贐        | <CJK>                                            |
